q1,q2,dq1,dq2,u1,u2
0.2618,0,0,0,0,0
0.261750156,0.0001240301328,-0.009934710631,0.02472725535,26.3316616,-50.40178298
0.2616404071,0.0003705691053,-0.01200098191,0.02460750006,27.1555383,-50.95649378
0.2615098712,0.0006164545545,-0.01408447142,0.02457193616,27.1555383,-50.95649378
0.261353895,0.0008760731573,-0.01707350723,0.02730616798,26.79918832,-50.97595169
0.2611685113,0.001158357554,-0.01996076076,0.02909517664,25.41406488,-51.43265534
0.2609522623,0.001455577384,-0.02323450678,0.03027365186,21.40712745,-52.69084423
0.2607022006,0.001763254777,-0.02671121605,0.03115791565,19.31303694,-53.33717132
0.2604167283,0.0020811305,-0.03030480724,0.03227731515,18.92027288,-53.42983202
0.2600945644,0.002412410396,-0.0340376268,0.03380155139,18.72762316,-53.4480517
0.2597372759,0.002751505811,-0.03732318291,0.03382067417,18.46947956,-53.54200695
0.2593477161,0.003091621221,-0.04048192445,0.03396858478,19.48895385,-53.1779199
0.2589403201,0.003414391164,-0.04090823373,0.0303586214,30,-49.97654124
0.2585279703,0.00370355868,-0.04146346044,0.02721747925,30,-49.90691913
0.258103816,0.003981619705,-0.04325056299,0.0280773423,29.98521447,-49.72265043
0.2576606836,0.004272144267,-0.04525252339,0.02968885946,30,-49.63137647
0.2572026901,0.004562511702,-0.04622774263,0.0280614293,30,-49.67130204
0.2567280978,0.004858873775,-0.04855400352,0.03082883196,30,-49.46012157
0.2562390792,0.005154846063,-0.04912532727,0.02802264058,30,-49.56962878
0.2557480692,0.005411108102,-0.04895170402,0.0228837526,30,-49.56962878
0.2552627741,0.005603511868,-0.04797944289,0.01523543149,30,-49.56962878
0.2547914617,0.005706079754,-0.04614462954,0.004865477024,30,-49.56962878
0.2543430948,0.005690474076,-0.04337074236,-0.008481554594,30,-49.56962878
0.2539275711,0.005525127051,-0.03956519633,-0.02511574268,30,-49.56962878
0.2535558248,0.00517503256,-0.03462060411,-0.04539828003,30,-49.56962878
0.2530771138,0.005122964856,-0.06077927571,0.03391999629,29.46671165,-46.3820231
0.2524651046,0.005453699258,-0.06145980801,0.03175969124,30,-48.75813712
